1300.739746 1300.739746 3.632660e-02 -1.277876e-01
1300.739746 1303.984619 -1.024104e-01 -6.462022e-02
1300.739746 1307.229492 -3.659012e-02 7.250139e-02
1300.739746 1310.474121 1.062914e-01 2.453576e-03
1300.739746 1313.718750 3.979548e-02 -1.488596e-01
1300.739746 1316.963623 -1.117042e-01 -8.989244e-02
1300.739746 1320.208496 -5.193924e-02 5.598016e-02
1300.739746 1323.453369 9.561855e-02 -1.239596e-02
1300.739746 1326.698242 2.370002e-02 -1.706061e-01
1300.739746 1329.942871 -1.428893e-01 -1.036135e-01
1300.739746 1333.187744 -8.107220e-02 6.533971e-02
1300.739746 1336.432617 8.870499e-02 7.450841e-03
1300.739746 1339.677246 3.517045e-02 -1.573887e-01
1300.739746 1342.922119 -1.167245e-01 -9.562445e-02
1300.739746 1346.166748 -2.605341e-02 5.791766e-02
1300.739746 1349.411377 1.627958e-01 -5.260184e-02
1300.739746 1352.656494 7.425709e-02 -2.782630e-01
1300.739746 1355.901123 -1.436745e-01 -2.235910e-01
1300.739746 1359.145996 -7.790411e-02 -3.268028e-02
1300.739746 1362.390625 1.318228e-01 -1.335252e-01
1300.739746 1365.635498 4.469188e-02 -3.882408e-01
1300.739746 1368.880615 -1.979386e-01 -3.411145e-01
1300.739746 1372.125244 -1.161371e-01 -1.391094e-01
1300.739746 1375.369873 1.465486e-01 -2.960435e-01
1300.739746 1378.614746 4.590571e-02 -6.864494e-01
1300.739746 1381.859375 -3.120902e-01 -7.502100e-01
1300.739746 1385.104248 -3.526196e-01 -5.881500e-01
1300.739746 1388.349121 -1.703037e-01 -8.108186e-01
1300.739746 1391.593750 -4.139521e-01 -1.366815e+00
1300.739746 1394.838623 -1.098069e+00 -1.628840e+00
1300.739746 1398.083252 -1.689605e+00 -1.591839e+00
1300.739746 1401.328125 -2.345996e+00 -1.744368e+00
1300.739746 1404.573242 -3.734408e+00 -1.713207e+00
1300.739746 1407.817871 -5.471270e+00 -4.308061e-01
1300.739746 1411.062500 -6.137238e+00 2.074279e+00
