1300.739746 1300.739746 -2.240951e-01 1.463840e-01
1300.739746 1303.984619 -1.801044e-01 -7.681793e-02
1300.739746 1307.229492 -4.097110e-01 -1.336096e-01
1300.739746 1310.474121 -4.728284e-01 8.434051e-02
1300.739746 1313.718750 -2.572814e-01 1.297584e-01
1300.739746 1316.963623 -2.203514e-01 -1.146724e-01
1300.739746 1320.208496 -4.876550e-01 -1.808830e-01
1300.739746 1323.453369 -5.820751e-01 6.746757e-02
1300.739746 1326.698242 -3.564541e-01 1.466466e-01
1300.739746 1329.942871 -3.001208e-01 -9.970599e-02
1300.739746 1333.187744 -5.772353e-01 -1.756771e-01
1300.739746 1336.432617 -6.835222e-01 9.100807e-02
1300.739746 1339.677246 -4.368464e-01 1.871390e-01
1300.739746 1342.922119 -3.579732e-01 -8.032107e-02
1300.739746 1346.166748 -6.493147e-01 -1.844620e-01
1300.739746 1349.411377 -7.763290e-01 8.358705e-02
1300.739746 1352.656494 -5.244168e-01 1.770420e-01
1300.739746 1355.901123 -4.570631e-01 -1.277050e-01
1300.739746 1359.145996 -8.122973e-01 -2.489851e-01
1300.739746 1362.390625 -9.916052e-01 7.081890e-02
1300.739746 1365.635498 -7.133473e-01 2.200069e-01
1300.739746 1368.880615 -5.954385e-01 -1.090560e-01
1300.739746 1372.125244 -9.665938e-01 -3.002310e-01
1300.739746 1375.369873 -1.213183e+00 -1.549911e-02
1300.739746 1378.614746 -9.962007e-01 1.226969e-01
1300.739746 1381.859375 -9.608175e-01 -2.312109e-01
1300.739746 1385.104248 -1.472600e+00 -4.079530e-01
1300.739746 1388.349121 -1.848201e+00 -1.916695e-02
1300.739746 1391.593750 -1.689379e+00 2.384140e-01
1300.739746 1394.838623 -1.728574e+00 -3.591108e-02
1300.739746 1398.083252 -2.391843e+00 -4.581022e-02
1300.739746 1401.328125 -2.820350e+00 7.082911e-01
1300.739746 1404.573242 -2.406640e+00 1.351957e+00
1300.739746 1407.817871 -1.976871e+00 1.190349e+00
1300.739746 1411.062500 -2.238364e+00 9.810083e-01
1300.739746 1414.307373 -2.437710e+00 1.377179e+00
1300.739746 1417.552246 -1.948094e+00 1.520042e+00
1300.739746 1420.796875 -1.769572e+00 6.783452e-01
1300.739746 1424.041748 -2.844503e+00 -1.206951e-01
1300.739746 1427.286377 -4.277729e+00 2.099543e-01
1300.739746 1430.531250 -5.025649e+00 8.977003e-01
1300.739746 1433.776123 -5.941924e+00 9.900999e-01
1300.739746 1437.020752 -8.098796e+00 1.525270e+00
1300.739746 1440.265625 -1.050384e+01 3.844431e+00
1300.739746 1443.510498 -1.186201e+01 7.225571e+00
1300.739746 1446.755127 -1.307971e+01 1.090272e+01
1300.739746 1450.000244 -1.479098e+01 1.703604e+01
1300.739746 1453.244873 -1.328060e+01 2.791793e+01
1300.739746 1456.489502 -2.777733e+00 4.021524e+01
1300.739746 1459.734375 1.731237e+01 4.537318e+01
1300.739746 1462.979004 3.979607e+01 3.686560e+01
1300.739746 1466.224121 5.469836e+01 1.557330e+01
1300.739746 1469.468750 5.533906e+01 -1.128230e+01
1300.739746 1472.713379 4.094080e+01 -3.391765e+01
1300.739746 1475.958252 1.725060e+01 -4.379897e+01
1300.739746 1479.202881 -5.127220e+00 -3.842297e+01
1300.739746 1482.447998 -1.716656e+01 -2.401476e+01
1300.739746 1485.692871 -1.833920e+01 -1.062998e+01
1300.739746 1488.937500 -1.527830e+01 -3.136852e+00
1300.739746 1492.182129 -1.323513e+01 1.016258e+00
1300.739746 1495.427002 -1.175236e+01 5.313009e+00
1300.739746 1498.671875 -8.976510e+00 9.484591e+00
1300.739746 1501.916748 -5.653481e+00 1.251153e+01
1300.739746 1505.161377 -2.390530e+00 1.583246e+01
1300.739746 1508.406006 3.350029e+00 2.024702e+01
1300.739746 1511.650879 1.387072e+01 2.232789e+01
1300.739746 1514.895752 2.662152e+01 1.735157e+01
